node id, NULL, x, y, useless field, useless field
1137,NULL,120.369565,31.4846016666667,8.9,NULL,2
1139,NULL,120.369201666667,31.4842483333333,8.6,NULL,2
1141,NULL,120.370416666667,31.48347,4.7,NULL,2
1142,NULL,120.370451666667,31.4831083333333,8.8,NULL,2
1144,NULL,120.369411666667,31.4838533333333,51.1,NULL,2
1145,NULL,120.369481666667,31.4839583333333,33.8,NULL,2
1146,NULL,120.370138333333,31.4834183333333,23.6,NULL,2
1149,NULL,120.369836666667,31.4845833333333,8.5,NULL,2
1150,NULL,120.368983333333,31.4834916666667,18.5,NULL,2
1153,NULL,120.370315,31.4842233333333,13.9,NULL,2
1154,NULL,120.36898,31.4841033333333,14,NULL,2
1155,NULL,120.369071666667,31.4826916666667,12.4,NULL,2
1156,NULL,120.36902,31.482795,18.1,NULL,2
1157,NULL,120.370596666667,31.482715,12.5,NULL,2
1158,NULL,120.370435,31.4839266666667,6.4,NULL,2
1160,NULL,120.369055,31.482515,10.7,NULL,2
1161,NULL,120.3703,31.4829616666667,19.1,NULL,2
1162,NULL,120.36926,31.4844966666667,6.7,NULL,2
1163,NULL,120.369061666667,31.4839016666667,1.5,NULL,2
1164,NULL,120.369561666667,31.483715,16.3,NULL,2
1166,NULL,120.370366666667,31.4828866666667,10,NULL,2
1167,NULL,120.369426666667,31.483375,42.7,NULL,2
1169,NULL,120.36983,31.4842716666667,29.4,NULL,2
1171,NULL,120.370396666667,31.4827933333333,20.5,NULL,2
1172,NULL,120.370265,31.483235,23.9,NULL,2
1174,NULL,120.369431666667,31.484135,10.3,NULL,2
1175,NULL,120.370796666667,31.48308,13.8,NULL,2
1178,NULL,120.369981666667,31.48307,33.1,NULL,2
1179,NULL,120.36963,31.484145,39.8,NULL,2
1180,NULL,120.36918,31.484225,23.6,NULL,2
1183,NULL,120.369253333333,31.4843816666667,5.8,NULL,2
1184,NULL,120.370368333333,31.4847716666667,12.8,NULL,2
1185,NULL,120.3704,31.4844,17.9,NULL,2
1186,NULL,120.370396666667,31.4846633333333,17.7,NULL,2
1187,NULL,120.36914,31.4841633333333,15.5,NULL,2
1188,NULL,120.370708333333,31.4830766666667,12.6,NULL,2
1189,NULL,120.37036,31.4842383333333,13,NULL,2
1191,NULL,120.370231666667,31.48349,40.4,NULL,2
1192,NULL,120.370098333333,31.4842916666667,19,NULL,2
1193,NULL,120.3704,31.48321,5.9,NULL,2
1194,NULL,120.369615,31.4835066666667,50,NULL,2
1196,NULL,120.369388333333,31.4834783333333,44.8,NULL,2
1197,NULL,120.368921666667,31.48328,22.3,NULL,2
1198,NULL,120.370735,31.4828783333333,14.3,NULL,2
1200,NULL,120.37006,31.48298,23.1,NULL,2
1201,NULL,120.369296666667,31.4845383333333,14.4,NULL,2
1202,NULL,120.373796666667,31.4830416666667,25,NULL,2
1203,NULL,120.369913333333,31.4831666666667,21.7,NULL,2
1205,NULL,120.369315,31.48349,46.7,NULL,2
1206,NULL,120.36948,31.48269,13.7,NULL,2
1208,NULL,120.369786666667,31.482655,6.9,NULL,2
1209,NULL,120.370001666667,31.4825916666667,9.6,NULL,2
1210,NULL,120.370566666667,31.48209,16.4,NULL,2
1212,NULL,120.370141666667,31.4827333333333,42949658.16,NULL,2
1214,NULL,120.37019,31.4831166666667,21.6,NULL,2
1216,NULL,120.370231666667,31.4831883333333,21.6,NULL,2
1217,NULL,120.370593333333,31.4823566666667,41.5,NULL,2
1218,NULL,120.370851666667,31.4821383333333,24.1,NULL,2
1219,NULL,120.370391666667,31.4817333333333,8.9,NULL,2
1220,NULL,120.37062,31.4814583333333,24.1,NULL,2
1221,NULL,120.370093333333,31.4819383333333,66.4,NULL,2
1222,NULL,120.370446666667,31.4813833333333,11,NULL,2
1223,NULL,120.370743333333,31.4809683333333,49.8,NULL,2
1224,NULL,120.370551666667,31.4809316666667,38.8,NULL,2
1225,NULL,120.370575,31.4810333333333,42949661.16,NULL,2
1226,NULL,120.370498333333,31.4808866666667,1.1,NULL,2
1227,NULL,120.370398333333,31.4805833333333,16.2,NULL,2
1230,NULL,120.370565,31.4806566666667,18.5,NULL,2
1232,NULL,120.370485,31.4806666666667,2.7,NULL,2
1233,NULL,120.370465,31.4806383333333,24,NULL,2
1234,NULL,120.370381666667,31.4807916666667,13.5,NULL,2
1235,NULL,120.370188333333,31.4807783333333,15.4,NULL,2
1237,NULL,120.370071666667,31.48063,6.9,NULL,2
1238,NULL,120.370108333333,31.4806183333333,16,NULL,2
1240,NULL,120.36985,31.4805616666667,14.6,NULL,2
1241,NULL,120.369831666667,31.4806366666667,30.4,NULL,2
1243,NULL,120.369623333333,31.4806983333333,42949664.96,NULL,2
1244,NULL,120.369416666667,31.4804883333333,18.2,NULL,2
1245,NULL,120.369261666667,31.4807166666667,42949670.66,NULL,2
1246,NULL,120.369243333333,31.4806783333333,2.7,NULL,2
1247,NULL,120.369081666667,31.4807033333333,25.2,NULL,2
1248,NULL,120.368945,31.4806066666667,8.7,NULL,2
1250,NULL,120.368965,31.4806966666667,4.1,NULL,2
1251,NULL,120.368968333333,31.4807,4.2,NULL,2
1252,NULL,120.368948333333,31.4808033333333,1.4,NULL,2
1253,NULL,120.369103333333,31.4807516666667,42949670.16,NULL,2
1254,NULL,120.36883,31.4809033333333,14.6,NULL,2
1255,NULL,120.368916666667,31.4810066666667,5,NULL,2
1256,NULL,120.368928333333,31.4810733333333,3.8,NULL,2
1257,NULL,120.36896,31.4812066666667,4,NULL,2
1260,NULL,120.369043333333,31.481285,3,NULL,2
1261,NULL,120.369116666667,31.48151,0,NULL,2
1262,NULL,120.368925,31.4815583333333,6.7,NULL,2
1263,NULL,120.369011666667,31.4815783333333,7.3,NULL,2
1264,NULL,120.368896666667,31.481725,8.1,NULL,2
1265,NULL,120.368875,31.4818466666667,8.1,NULL,2
1266,NULL,120.368928333333,31.4819616666667,42949671.26,NULL,2
1267,NULL,120.368968333333,31.48203,2.7,NULL,2
1269,NULL,120.368933333333,31.4821033333333,2.9,NULL,2
1270,NULL,120.368985,31.4822233333333,4,NULL,2
1271,NULL,120.369076666667,31.48225,5.7,NULL,2
1272,NULL,120.369266666667,31.48225,7.6,NULL,2
1273,NULL,120.369635,31.4823216666667,6.4,NULL,2
1274,NULL,120.369328333333,31.4822433333333,8.1,NULL,2
1275,NULL,120.369465,31.482255,7.5,NULL,2
1276,NULL,120.369575,31.4822916666667,8.4,NULL,2
1277,NULL,120.369703333333,31.48232,4.7,NULL,2
1278,NULL,120.36983,31.482315,8.4,NULL,2
1279,NULL,120.369971666667,31.4823316666667,4.9,NULL,2
1280,NULL,120.370078333333,31.4823733333333,4.5,NULL,2
1281,NULL,120.370183333333,31.4823666666667,0.8,NULL,2
1282,NULL,120.370441666667,31.48168,37,NULL,2
1283,NULL,120.370486666667,31.4817716666667,45.2,NULL,2
1284,NULL,120.370356666667,31.4818683333333,45.4,NULL,2
1285,NULL,120.370058333333,31.4819283333333,36.1,NULL,2
1286,NULL,120.370093333333,31.4819583333333,25.5,NULL,2
1287,NULL,120.370321666667,31.4818433333333,17.8,NULL,2
1288,NULL,120.370385,31.48203,12.4,NULL,2
1291,NULL,120.370321666667,31.4818516666667,9.3,NULL,2
1292,NULL,120.37036,31.481865,12,NULL,2
1293,NULL,120.370365,31.4819233333333,14.8,NULL,2
1294,NULL,120.370281666667,31.4819483333333,12.7,NULL,2
1295,NULL,120.370333333333,31.48202,11.6,NULL,2
1298,NULL,120.370256666667,31.482185,3.6,NULL,2
1301,NULL,120.37031,31.4821833333333,3.7,NULL,2
1302,NULL,120.37066,31.4844233333333,1.6,NULL,2
1303,NULL,120.371811666667,31.4836716666667,20.1,NULL,2
1304,NULL,120.37164,31.4835116666667,9.4,NULL,2
1305,NULL,0,0,0,NULL,2
1306,NULL,120.37127,31.482725,14,NULL,2
1307,NULL,120.371806666667,31.4843783333333,12,NULL,2
1308,NULL,120.372048333333,31.4828933333333,11.9,NULL,2
1310,NULL,120.371006666667,31.4844433333333,11.1,NULL,2
1311,NULL,120.370943333333,31.4841916666667,14.5,NULL,2
1312,NULL,120.371468333333,31.48359,16.6,NULL,2
1313,NULL,120.371928333333,31.4837783333333,14.8,NULL,2
1315,NULL,120.371953333333,31.4830016666667,6.9,NULL,2
1317,NULL,120.370836666667,31.4841383333333,20.4,NULL,2
1318,NULL,120.370926666667,31.4834583333333,11,NULL,2
1320,NULL,120.37217,31.4836866666667,24.5,NULL,4
1321,NULL,120.371141666667,31.4843316666667,8.6,NULL,4
1322,NULL,120.3719,31.4839266666667,24.8,NULL,4
1323,NULL,120.37089,31.48339,3.5,NULL,4
1324,NULL,120.371418333333,31.48453,5,NULL,4
1325,NULL,120.371011666667,31.4835,18.3,NULL,4
1326,NULL,120.37105,31.483895,8.1,NULL,4
1327,NULL,120.371565,31.4829566666667,6,NULL,4
1328,NULL,120.37067,31.4840733333333,10.4,NULL,4
1329,NULL,120.37169,31.4828033333333,13.5,NULL,4
1331,NULL,120.372085,31.4832616666667,14.1,NULL,4
1332,NULL,120.371995,31.4831066666667,10.6,NULL,4
1333,NULL,120.37206,31.48305,14.8,NULL,4
1334,NULL,120.371276666667,31.484485,21,NULL,4
1335,NULL,120.37112,31.4834933333333,15.6,NULL,4
1336,NULL,120.371175,31.484495,7.5,NULL,4
1337,NULL,120.370941666667,31.4843333333333,8,NULL,4
1338,NULL,120.371581666667,31.4844133333333,5,NULL,4
1340,NULL,120.371891666667,31.4846066666667,12.6,NULL,4
1341,NULL,120.371723333333,31.484405,11.6,NULL,4
1342,NULL,120.371395,31.4843233333333,5.8,NULL,4
1343,NULL,120.371666666667,31.484515,7.8,NULL,4
1345,NULL,120.37168,31.4831316666667,2.7,NULL,4
1347,NULL,120.370991666667,31.4832533333333,2,NULL,4
1348,NULL,120.37147,31.4827383333333,12.2,NULL,4
1349,NULL,120.371648333333,31.4827683333333,12,NULL,4
1351,NULL,120.371375,31.482735,13,NULL,4
1352,NULL,120.370673333333,31.4842366666667,42949672.76,NULL,4
1353,NULL,120.370573333333,31.4837616666667,8.9,NULL,4
1355,NULL,120.37114,31.48335,42949671.66,NULL,4
1356,NULL,120.372013333333,31.4830316666667,12.9,NULL,4
1357,NULL,120.371321666667,31.48301,2.2,NULL,4
1360,NULL,120.371615,31.483465,42949672.46,NULL,4
1362,NULL,120.37195,31.4843033333333,21.5,NULL,4
1363,NULL,120.372071666667,31.4832283333333,13.8,NULL,4
1364,NULL,120.370605,31.483575,16.4,NULL,4
1365,NULL,120.370651666667,31.4836733333333,14,NULL,4
1366,NULL,120.37205,31.482775,9,NULL,4
1367,NULL,120.370771666667,31.48413,18.1,NULL,4
1368,NULL,120.370816666667,31.4844733333333,6.5,NULL,4
1370,NULL,120.371965,31.4841433333333,18.5,NULL,4
1371,NULL,120.371048333333,31.4836316666667,42949672.26,NULL,4
1372,NULL,120.371728333333,31.483535,7,NULL,4
1375,NULL,120.371128333333,31.4834216666667,13.9,NULL,4
1376,NULL,120.370905,31.4834616666667,8.7,NULL,4
1377,NULL,120.370743333333,31.4833083333333,6.1,NULL,4
1380,NULL,120.37146,31.4832,11.2,NULL,4
1381,NULL,120.370515,31.4847783333333,20.9,NULL,4
1382,NULL,120.371568333333,31.4836533333333,60.8,NULL,4
1383,NULL,120.370756666667,31.4832533333333,11,NULL,4
1384,NULL,120.371295,31.482755,13.9,NULL,4
1385,NULL,120.372111666667,31.4833783333333,13.4,NULL,4
1386,NULL,120.37076,31.483805,31,NULL,4
1387,NULL,120.371238333333,31.4835116666667,14.3,NULL,4
1388,NULL,120.371755,31.4835033333333,32.5,NULL,4
1389,NULL,120.370663333333,31.4831483333333,8.9,NULL,4
1390,NULL,120.370718333333,31.4834583333333,4.2,NULL,4
1392,NULL,120.370805,31.48382,25.2,NULL,4
1396,NULL,120.371996666667,31.48305,13.1,NULL,4
1397,NULL,120.3721,31.4828,11.8,NULL,4
1399,NULL,120.370718333333,31.4841166666667,12.1,NULL,4
1701,NULL,120.370573,31.4836,3,NULL,2
1800,NULL,120.369166666667,31.4825983333333,26.9,NULL,3
1801,NULL,120.372056666667,31.4828,114.4,NULL,2
1802,NULL,120.372658333333,31.4832016666667,66.4,NULL,2
1803,NULL,120.37217,31.4837683333333,17.3,NULL,2
1804,NULL,120.372225,31.4842733333333,10.1,NULL,2
1805,NULL,120.373068333333,31.4843283333333,3.6,NULL,2
1806,NULL,120.369071666667,31.4816283333333,7.9,NULL,2
1807,NULL,120.373265,31.4840966666667,42949672.36,NULL,2
1810,NULL,120.370205,31.48057,11,NULL,2
1811,NULL,120.369748333333,31.48241,1.5,NULL,2
1812,NULL,120.373953333333,31.4832766666667,30.2,NULL,2
1813,NULL,120.369248333333,31.4844716666667,7.8,NULL,2
1814,NULL,120.369453333333,31.48102,18.4,NULL,2
1815,NULL,120.369015,31.4806716666667,10.3,NULL,2
1817,NULL,120.370181666667,31.4826666666667,10.3,NULL,2
1821,NULL,120.369348333333,31.484,17.7,NULL,2
1822,NULL,120.371756666667,31.4836366666667,4.4,NULL,2
1824,NULL,120.371553333333,31.48361,6.4,NULL,2
1825,NULL,120.371056666667,31.483615,4.2,NULL,2
1826,NULL,120.371035,31.4834766666667,7.8,NULL,3
1827,NULL,120.370715,31.4831616666667,42949670.06,NULL,2
1828,NULL,120.370383333333,31.4818566666667,13.9,NULL,2
1832,NULL,120.370373333333,31.4836616666667,2.3,NULL,3
1833,NULL,120.370435,31.4844266666667,13.3,NULL,2
1834,NULL,120.370755,31.4833816666667,8.8,NULL,3
1836,NULL,120.371705,31.4831383333333,2.9,NULL,3
1837,NULL,120.371423333333,31.4826883333333,8.2,NULL,2
1838,NULL,120.370363333333,31.482965,6.1,NULL,2
60001,NULL,120.371105,31.48365,33,NULL,4
